County,Abs_PM,Length,Latitude,Longitude
Washington,40.21,0.08,37.46,-113.23
Washington,40.28,0.04,37.46,-113.23
Washington,40.29,0.07,37.46,-113.23
Washington,40.32,0.06,37.46,-113.23
Washington,40.36,0.05,37.46,-113.23
Washington,40.38,0.30,37.46,-113.23
Washington,40.41,0.25,37.46,-113.23
Washington,40.66,0.02,37.46,-113.23
Washington,40.68,0.05,37.46,-113.23
Washington,40.68,0.16,37.46,-113.23
Washington,40.73,0.04,37.46,-113.23
Washington,40.77,0.01,37.46,-113.23
Washington,40.78,0.09,37.46,-113.23
Washington,40.85,0.58,37.47,-113.22
Washington,40.87,0.07,37.47,-113.23
Washington,40.93,0.09,37.47,-113.23
Washington,41.03,0.09,37.47,-113.22
Washington,41.12,0.39,37.47,-113.22
Washington,41.43,0.16,37.47,-113.22
Washington,41.51,0.07,37.47,-113.22
Washington,41.57,0.11,37.48,-113.22
Washington,41.59,0.06,37.48,-113.22
Washington,41.65,0.03,37.48,-113.22
Washington,41.67,0.13,37.48,-113.22
Washington,41.68,0.06,37.48,-113.22
Washington,41.74,0.03,37.48,-113.22
Washington,41.76,0.17,37.48,-113.22
Washington,41.81,0.14,37.48,-113.22
Washington,41.93,0.10,37.48,-113.22
Washington,41.94,0.01,37.48,-113.22
Washington,41.95,0.31,37.48,-113.22
Washington,42.03,0.01,37.48,-113.22
Washington,42.04,0.11,37.48,-113.22
Iron,42.15,0.06,37.48,-113.22
Iron,42.22,0.04,37.48,-113.22
Iron,42.26,0.06,37.48,-113.22
Iron,42.26,0.06,37.49,-113.22
Iron,42.32,0.04,37.49,-113.22
Iron,42.32,0.04,37.49,-113.22
Iron,42.35,0.06,37.49,-113.22
Iron,42.37,0.03,37.49,-113.22
Iron,42.39,0.04,37.49,-113.22
Iron,42.41,0.11,37.49,-113.22
Iron,42.44,0.04,37.49,-113.22
Iron,42.47,0.02,37.49,-113.22
Iron,42.50,0.04,37.49,-113.22
Iron,42.52,0.08,37.49,-113.22
Iron,42.54,0.04,37.49,-113.22
Iron,42.57,0.10,37.49,-113.22
Iron,42.60,0.07,37.49,-113.22
Iron,42.66,0.02,37.49,-113.22
Iron,42.67,0.03,37.49,-113.22
Iron,42.69,0.05,37.49,-113.22
Iron,42.71,0.03,37.49,-113.22
Iron,42.73,0.04,37.49,-113.22
Iron,42.74,0.03,37.49,-113.22
Iron,42.77,0.05,37.49,-113.22
Iron,42.77,0.32,37.49,-113.22
Iron,42.81,0.04,37.49,-113.22
Iron,42.85,0.03,37.49,-113.22
Iron,42.88,0.04,37.49,-113.22
Iron,42.93,0.02,37.50,-113.22
Iron,42.94,0.10,37.50,-113.22
Iron,43.04,0.03,37.50,-113.22
Iron,43.07,0.08,37.50,-113.22
Iron,43.09,0.19,37.50,-113.22
Iron,43.15,0.08,37.50,-113.22
Iron,43.22,0.03,37.50,-113.22
Iron,43.25,0.05,37.50,-113.22
Iron,43.28,0.03,37.50,-113.22
Iron,43.30,0.19,37.50,-113.22
Iron,43.31,0.16,37.50,-113.22
Iron,43.47,0.09,37.50,-113.22
Iron,43.49,0.12,37.50,-113.21
Iron,43.56,0.06,37.50,-113.22
Iron,43.61,0.02,37.51,-113.21
Iron,43.62,0.08,37.50,-113.21
Iron,43.63,0.13,37.51,-113.21
Iron,43.70,0.01,37.51,-113.21
Iron,43.71,0.13,37.51,-113.21
Iron,43.76,0.15,37.51,-113.21
Iron,43.85,0.24,37.51,-113.21
Iron,43.90,0.09,37.51,-113.21
Iron,43.99,0.04,37.51,-113.21
Iron,44.03,0.04,37.51,-113.21
Iron,44.07,0.02,37.51,-113.21
Iron,44.08,0.04,37.51,-113.21
Iron,44.09,0.16,37.51,-113.21
Iron,44.12,0.04,37.51,-113.21
Iron,44.16,0.02,37.51,-113.21
Iron,44.18,0.11,37.51,-113.21
Iron,44.25,0.04,37.51,-113.21
Iron,44.29,0.11,37.51,-113.21
Iron,44.29,0.02,37.51,-113.21
Iron,44.31,0.02,37.52,-113.21
Iron,44.33,0.04,37.52,-113.21
Iron,44.37,0.02,37.52,-113.21
Iron,44.39,0.02,37.52,-113.21
Iron,44.40,0.02,37.52,-113.21
Iron,44.41,0.04,37.52,-113.21
Iron,44.42,0.05,37.52,-113.21
Iron,44.46,0.06,37.52,-113.21
Iron,44.47,0.01,37.52,-113.21
Iron,44.48,0.01,37.52,-113.21
Iron,44.49,0.01,37.52,-113.21
Iron,44.50,0.03,37.52,-113.21
Iron,44.52,0.06,37.52,-113.21
Iron,44.53,0.06,37.52,-113.21
Iron,44.58,0.05,37.52,-113.21
Iron,44.59,0.05,37.52,-113.21
Iron,44.63,0.07,37.52,-113.21
Iron,44.64,0.06,37.52,-113.21
Iron,44.69,0.06,37.52,-113.21
Iron,44.70,0.06,37.52,-113.21
Iron,44.76,0.04,37.52,-113.21
Iron,44.76,0.06,37.52,-113.21
Iron,44.79,0.03,37.52,-113.21
Iron,44.82,0.06,37.52,-113.21
Iron,44.82,0.03,37.52,-113.21
Iron,44.85,0.03,37.52,-113.21
Iron,44.88,0.02,37.52,-113.21
Iron,44.88,0.06,37.52,-113.21
Iron,44.89,0.01,37.52,-113.21
Iron,44.90,0.04,37.52,-113.21
Iron,44.94,0.03,37.52,-113.21
Iron,44.94,0.03,37.52,-113.21
Iron,44.97,0.03,37.52,-113.21
Iron,44.97,0.01,37.52,-113.21
Iron,44.98,0.08,37.52,-113.21
Iron,45.00,0.04,37.52,-113.21
Iron,45.04,0.04,37.53,-113.21
Iron,45.06,0.08,37.52,-113.21
Iron,45.09,0.02,37.53,-113.21
Iron,45.11,0.02,37.53,-113.21
Iron,45.13,0.03,37.53,-113.21
Iron,45.14,0.06,37.53,-113.21
Iron,45.15,0.04,37.53,-113.21
Iron,45.20,0.02,37.53,-113.21
Iron,45.20,0.07,37.53,-113.21
Iron,45.22,0.04,37.53,-113.21
Iron,45.25,0.02,37.53,-113.21
Iron,45.27,0.04,37.53,-113.21
Iron,45.27,0.16,37.53,-113.21
Iron,45.31,0.07,37.53,-113.21
Iron,45.38,0.06,37.53,-113.21
Iron,45.44,0.08,37.53,-113.21
Iron,45.45,0.04,37.53,-113.21
Iron,45.48,0.02,37.53,-113.21
Iron,45.51,0.04,37.53,-113.21
Iron,45.52,0.10,37.53,-113.21
Iron,45.55,0.04,37.53,-113.21
Iron,45.59,0.04,37.53,-113.21
Iron,45.63,0.07,37.53,-113.21
Iron,45.63,0.05,37.53,-113.21
Iron,45.68,0.04,37.53,-113.21
Iron,45.70,0.08,37.53,-113.21
Iron,45.72,0.04,37.53,-113.21
Iron,45.76,0.04,37.54,-113.21
Iron,45.78,0.06,37.53,-113.21
Iron,45.80,0.03,37.54,-113.20
Iron,45.83,0.03,37.54,-113.20
Iron,45.84,0.06,37.54,-113.21
Iron,45.86,0.04,37.54,-113.20
Iron,45.90,0.03,37.54,-113.20
Iron,45.90,0.08,37.54,-113.21
Iron,45.93,0.03,37.54,-113.20
Iron,45.96,0.06,37.54,-113.20
Iron,45.98,0.08,37.54,-113.20
Iron,46.01,0.13,37.54,-113.20
Iron,46.06,0.08,37.54,-113.20
Iron,46.15,0.01,37.54,-113.20
Iron,46.15,0.06,37.54,-113.20
Iron,46.16,0.33,37.54,-113.20
Iron,46.20,0.03,37.54,-113.20
Iron,46.24,0.01,37.54,-113.20
Iron,46.25,0.08,37.54,-113.20
Iron,46.33,0.58,37.54,-113.20
Iron,46.49,0.11,37.55,-113.20
Iron,46.59,0.06,37.55,-113.20
Iron,46.65,0.06,37.55,-113.20
Iron,46.71,0.06,37.55,-113.20
Iron,46.77,0.06,37.55,-113.20
Iron,46.84,0.29,37.55,-113.20
Iron,46.91,0.06,37.55,-113.20
Iron,46.97,0.06,37.55,-113.20
Iron,47.03,0.06,37.55,-113.20
Iron,47.09,0.12,37.55,-113.20
Iron,47.13,0.01,37.55,-113.19
Iron,47.14,0.07,37.55,-113.19
Iron,47.20,0.28,37.55,-113.19
Iron,47.21,0.02,37.55,-113.19
Iron,47.23,0.04,37.55,-113.19
Iron,47.27,0.02,37.55,-113.19
Iron,47.30,0.02,37.55,-113.19
Iron,47.32,0.08,37.55,-113.19
Iron,47.40,0.09,37.56,-113.19
Iron,47.48,0.02,37.56,-113.19
Iron,47.49,0.07,37.56,-113.19
Iron,47.51,0.03,37.56,-113.19
Iron,47.53,0.02,37.56,-113.19
Iron,47.55,0.08,37.56,-113.19
Iron,47.57,0.03,37.56,-113.19
Iron,47.60,0.02,37.56,-113.19
Iron,47.62,0.04,37.56,-113.19
Iron,47.64,0.01,37.56,-113.19
Iron,47.65,0.07,37.56,-113.19
Iron,47.66,0.04,37.56,-113.19
Iron,47.70,0.08,37.56,-113.19
Iron,47.72,0.01,37.56,-113.19
Iron,47.73,0.02,37.56,-113.19
Iron,47.75,0.03,37.56,-113.19
Iron,47.78,0.06,37.56,-113.19
Iron,47.78,0.05,37.56,-113.19
Iron,47.83,0.11,37.56,-113.19
Iron,47.84,0.06,37.56,-113.19
Iron,47.90,0.05,37.56,-113.19
Iron,47.95,0.08,37.56,-113.19
Iron,47.95,0.07,37.56,-113.19
Iron,48.02,0.07,37.56,-113.19
Iron,48.03,0.06,37.57,-113.19
Iron,48.09,0.02,37.57,-113.19
Iron,48.10,0.07,37.56,-113.19
Iron,48.11,0.06,37.57,-113.19
Iron,48.17,0.06,37.57,-113.19
Iron,48.17,0.06,37.57,-113.19
Iron,48.23,0.06,37.57,-113.19
Iron,48.24,0.08,37.57,-113.19
Iron,48.29,0.07,37.57,-113.19
Iron,48.32,0.04,37.57,-113.18
Iron,48.36,0.04,37.57,-113.18
Iron,48.36,0.09,37.57,-113.19
Iron,48.40,0.04,37.57,-113.18
Iron,48.44,0.04,37.57,-113.18
Iron,48.45,0.07,37.57,-113.18
Iron,48.48,0.06,37.57,-113.18
Iron,48.52,0.11,37.57,-113.18
Iron,48.54,0.05,37.57,-113.18
Iron,48.59,0.05,37.57,-113.18
Iron,48.63,0.06,37.57,-113.18
Iron,48.64,0.03,37.57,-113.18
Iron,48.67,0.05,37.57,-113.18
Iron,48.69,0.08,37.57,-113.18
Iron,48.71,0.04,37.57,-113.18
Iron,48.76,0.02,37.57,-113.18
Iron,48.77,0.10,37.57,-113.18
Iron,48.78,0.04,37.57,-113.18
Iron,48.82,0.04,37.58,-113.18
Iron,48.86,0.04,37.58,-113.18
Iron,48.87,0.09,37.57,-113.18
Iron,48.90,0.06,37.58,-113.18
Iron,48.95,0.04,37.58,-113.18
Iron,48.97,0.05,37.58,-113.18
Iron,49.00,0.35,37.58,-113.18
Iron,49.01,0.04,37.58,-113.18
Iron,49.05,0.04,37.58,-113.18
Iron,49.09,0.04,37.58,-113.18
Iron,49.13,0.02,37.58,-113.18
Iron,49.16,0.04,37.58,-113.18
Iron,49.20,0.07,37.58,-113.18
Iron,49.27,0.07,37.58,-113.18
Iron,49.34,0.02,37.58,-113.18
Iron,49.34,0.33,37.58,-113.18
Iron,49.37,0.03,37.58,-113.18
Iron,49.40,0.03,37.58,-113.18
Iron,49.42,0.04,37.58,-113.18
Iron,49.47,0.05,37.58,-113.18
Iron,49.51,0.04,37.58,-113.17
Iron,49.56,0.04,37.58,-113.17
Iron,49.60,0.04,37.59,-113.17
Iron,49.64,0.04,37.59,-113.17
Iron,49.68,0.14,37.59,-113.17
Iron,49.68,0.05,37.59,-113.17
Iron,49.73,0.05,37.59,-113.17
Iron,49.78,0.05,37.59,-113.17
Iron,49.82,0.06,37.59,-113.17
Iron,49.83,0.04,37.59,-113.17
Iron,49.88,0.06,37.59,-113.17
Iron,49.88,0.05,37.59,-113.17
Iron,49.94,0.04,37.59,-113.17
Iron,49.94,0.04,37.59,-113.17
Iron,49.98,0.03,37.59,-113.17
Iron,49.98,0.07,37.59,-113.17
Iron,50.01,0.05,37.59,-113.17
Iron,50.04,0.11,37.59,-113.17
Iron,50.06,0.04,37.59,-113.17
Iron,50.10,0.04,37.59,-113.17
Iron,50.14,0.04,37.59,-113.17
Iron,50.15,0.04,37.59,-113.17
Iron,50.19,0.04,37.59,-113.17
Iron,50.19,0.05,37.59,-113.17
Iron,50.23,0.05,37.59,-113.17
Iron,50.25,0.07,37.59,-113.17
Iron,50.28,0.04,37.59,-113.17
Iron,50.32,0.01,37.59,-113.17
Iron,50.32,0.05,37.59,-113.17
Iron,50.33,0.07,37.59,-113.17
Iron,50.37,0.02,37.60,-113.17
Iron,50.39,0.08,37.60,-113.17
Iron,50.40,0.10,37.59,-113.17
Iron,50.47,0.03,37.60,-113.17
Iron,50.50,0.02,37.60,-113.17
Iron,50.50,0.02,37.60,-113.17
Iron,50.51,0.06,37.60,-113.17
Iron,50.52,0.07,37.60,-113.17
Iron,50.57,0.05,37.60,-113.17
Iron,50.59,0.01,37.60,-113.17
Iron,50.60,0.06,37.60,-113.17
Iron,50.61,0.02,37.60,-113.16
Iron,50.63,0.04,37.60,-113.16
Iron,50.66,0.12,37.60,-113.17
Iron,50.67,0.01,37.60,-113.16
Iron,50.68,0.15,37.60,-113.16
Iron,50.78,0.14,37.60,-113.16
Iron,50.84,0.03,37.60,-113.16
Iron,50.87,0.07,37.60,-113.16
Iron,50.91,0.12,37.60,-113.16
Iron,50.94,0.03,37.60,-113.16
Iron,50.96,0.09,37.60,-113.16
Iron,51.04,0.03,37.60,-113.16
Iron,51.05,0.11,37.60,-113.16
Iron,51.07,0.24,37.60,-113.16
Iron,51.16,0.03,37.60,-113.16
Iron,51.19,0.02,37.61,-113.16
Iron,51.21,0.05,37.61,-113.16
Iron,51.25,0.05,37.61,-113.16
Iron,51.30,0.13,37.61,-113.16
Iron,51.31,0.06,37.61,-113.16
Iron,51.37,0.02,37.61,-113.16
Iron,51.39,0.07,37.61,-113.16
Iron,51.44,0.10,37.61,-113.16
Iron,51.46,0.06,37.61,-113.16
Iron,51.52,0.04,37.61,-113.16
Iron,51.54,0.06,37.61,-113.16
Iron,51.56,0.04,37.61,-113.16
Iron,51.59,0.05,37.61,-113.16
Iron,51.59,0.05,37.61,-113.16
Iron,51.64,0.03,37.61,-113.15
Iron,51.65,0.05,37.61,-113.16
Iron,51.67,0.05,37.61,-113.15
Iron,51.70,0.07,37.61,-113.16
Iron,51.72,0.04,37.61,-113.15
Iron,51.76,0.06,37.61,-113.15
Iron,51.77,0.04,37.61,-113.15
Iron,51.81,0.02,37.61,-113.15
Iron,51.82,0.04,37.61,-113.15
Iron,51.83,0.03,37.61,-113.15
Iron,51.85,0.02,37.61,-113.15
Iron,51.87,0.04,37.61,-113.15
Iron,51.87,0.05,37.61,-113.15
Iron,51.90,0.05,37.61,-113.15
Iron,51.92,0.01,37.61,-113.15
Iron,51.93,0.01,37.61,-113.15
Iron,51.94,0.02,37.61,-113.15
Iron,51.95,0.04,37.61,-113.15
Iron,51.97,0.06,37.61,-113.15
Iron,51.99,0.04,37.61,-113.15
Iron,52.03,0.05,37.62,-113.15
Iron,52.03,0.01,37.61,-113.15
Iron,52.04,0.09,37.61,-113.15
Iron,52.08,0.08,37.62,-113.15
Iron,52.13,0.05,37.62,-113.15
Iron,52.16,0.07,37.62,-113.15
Iron,52.17,0.05,37.62,-113.15
Iron,52.22,0.03,37.62,-113.15
Iron,52.23,0.02,37.62,-113.15
Iron,52.25,0.05,37.62,-113.15
Iron,52.26,0.04,37.62,-113.15
Iron,52.30,0.04,37.62,-113.15
Iron,52.30,0.04,37.62,-113.15
Iron,52.34,0.04,37.62,-113.15
Iron,52.34,0.05,37.62,-113.15
Iron,52.37,0.02,37.62,-113.15
Iron,52.39,0.04,37.62,-113.15
Iron,52.39,0.03,37.62,-113.15
Iron,52.42,0.04,37.62,-113.15
Iron,52.43,0.03,37.62,-113.15
Iron,52.46,0.02,37.62,-113.15
Iron,52.46,0.04,37.62,-113.15
Iron,52.49,0.02,37.62,-113.14
Iron,52.50,0.07,37.62,-113.15
Iron,52.51,0.05,37.62,-113.14
Iron,52.55,0.02,37.62,-113.14
Iron,52.57,0.06,37.62,-113.15
Iron,52.57,0.04,37.62,-113.14
Iron,52.61,0.02,37.62,-113.14
Iron,52.63,0.05,37.62,-113.14
Iron,52.64,0.04,37.62,-113.14
Iron,52.67,0.06,37.62,-113.14
Iron,52.68,0.05,37.62,-113.14
Iron,52.72,0.04,37.62,-113.14
Iron,52.73,0.03,37.62,-113.14
Iron,52.76,0.06,37.62,-113.14
Iron,52.76,0.06,37.62,-113.14
Iron,52.82,0.03,37.62,-113.14
Iron,52.83,0.06,37.62,-113.14
Iron,52.85,0.05,37.62,-113.14
Iron,52.88,0.04,37.62,-113.14
Iron,52.90,0.05,37.62,-113.14
Iron,52.92,0.04,37.62,-113.14
Iron,52.95,0.05,37.62,-113.14
Iron,52.96,0.04,37.62,-113.14
Iron,53.00,0.03,37.62,-113.14
Iron,53.00,0.06,37.62,-113.14
Iron,53.03,0.03,37.62,-113.14
Iron,53.05,0.05,37.62,-113.14
Iron,53.06,0.05,37.62,-113.14
Iron,53.10,0.02,37.62,-113.14
Iron,53.12,0.03,37.62,-113.14
Iron,53.12,0.04,37.62,-113.13
Iron,53.15,0.04,37.62,-113.14
Iron,53.16,0.02,37.62,-113.13
Iron,53.18,0.05,37.62,-113.13
Iron,53.19,0.04,37.62,-113.14
Iron,53.22,0.04,37.63,-113.13
Iron,53.23,0.03,37.62,-113.13
Iron,53.26,0.04,37.62,-113.13
Iron,53.26,0.04,37.63,-113.13
Iron,53.30,0.05,37.63,-113.13
Iron,53.30,0.03,37.63,-113.13
Iron,53.33,0.04,37.63,-113.13
Iron,53.34,0.08,37.63,-113.13
Iron,53.37,0.04,37.63,-113.13
Iron,53.40,0.03,37.63,-113.13
Iron,53.42,0.04,37.63,-113.13
Iron,53.44,0.04,37.63,-113.13
Iron,53.46,0.02,37.63,-113.13
Iron,53.47,0.03,37.63,-113.13
Iron,53.48,0.04,37.63,-113.13
Iron,53.50,0.03,37.63,-113.13
Iron,53.52,0.06,37.63,-113.13
Iron,53.53,0.03,37.63,-113.13
Iron,53.55,0.02,37.63,-113.13
Iron,53.58,0.03,37.63,-113.13
Iron,53.58,0.04,37.63,-113.13
Iron,53.60,0.01,37.63,-113.13
Iron,53.61,0.03,37.63,-113.13
Iron,53.62,0.05,37.63,-113.13
Iron,53.64,0.04,37.63,-113.13
Iron,53.68,0.06,37.63,-113.13
Iron,53.68,0.03,37.63,-113.13
Iron,53.71,0.02,37.63,-113.12
Iron,53.73,0.02,37.63,-113.12
Iron,53.74,0.07,37.63,-113.13
Iron,53.75,0.02,37.63,-113.12
Iron,53.77,0.02,37.63,-113.12
Iron,53.79,0.02,37.63,-113.12
Iron,53.81,0.07,37.63,-113.13
Iron,53.81,0.02,37.63,-113.12
Iron,53.83,0.02,37.63,-113.12
Iron,53.85,0.02,37.63,-113.12
Iron,53.87,0.02,37.63,-113.12
Iron,53.88,0.06,37.63,-113.12
Iron,53.89,0.04,37.63,-113.12
Iron,53.93,0.05,37.63,-113.12
Iron,53.94,0.06,37.63,-113.12
Iron,53.98,0.04,37.63,-113.12
Iron,54.01,0.06,37.63,-113.12
Iron,54.02,0.04,37.63,-113.12
Iron,54.06,0.02,37.63,-113.12
Iron,54.07,0.05,37.63,-113.12
Iron,54.08,0.07,37.63,-113.12
Iron,54.12,0.06,37.63,-113.12
Iron,54.15,0.06,37.63,-113.12
Iron,54.18,0.07,37.63,-113.12
Iron,54.21,0.04,37.63,-113.12
Iron,54.25,0.01,37.63,-113.12
Iron,54.25,0.03,37.63,-113.12
Iron,54.26,0.02,37.63,-113.12
Iron,54.28,0.05,37.63,-113.12
Iron,54.28,0.02,37.63,-113.11
Iron,54.30,0.08,37.63,-113.11
Iron,54.33,0.06,37.63,-113.12
Iron,54.38,0.05,37.63,-113.11
Iron,54.38,0.04,37.63,-113.12
Iron,54.43,0.03,37.63,-113.11
Iron,54.43,0.04,37.63,-113.11
Iron,54.46,0.04,37.63,-113.11
Iron,54.47,0.03,37.63,-113.11
Iron,54.50,0.04,37.63,-113.11
Iron,54.51,0.06,37.63,-113.11
Iron,54.54,0.02,37.63,-113.11
Iron,54.55,0.04,37.63,-113.11
Iron,54.57,0.04,37.63,-113.11
Iron,54.60,0.02,37.63,-113.11
Iron,54.61,0.10,37.63,-113.11
Iron,54.62,0.05,37.63,-113.11
Iron,54.67,0.05,37.63,-113.11
Iron,54.71,0.06,37.63,-113.11
Iron,54.71,0.04,37.63,-113.11
Iron,54.75,0.05,37.63,-113.11
Iron,54.76,0.03,37.63,-113.11
Iron,54.80,0.02,37.63,-113.11
Iron,54.80,0.06,37.63,-113.11
Iron,54.82,0.06,37.63,-113.11
Iron,54.86,0.04,37.63,-113.11
Iron,54.88,0.06,37.63,-113.11
Iron,54.90,0.03,37.63,-113.10
Iron,54.94,0.02,37.63,-113.10
Iron,54.94,0.02,37.63,-113.11
Iron,54.95,0.05,37.63,-113.10
Iron,54.97,0.07,37.63,-113.11
Iron,55.00,0.05,37.63,-113.10
Iron,55.03,0.03,37.63,-113.10
Iron,55.05,0.04,37.63,-113.10
Iron,55.07,0.04,37.63,-113.10
Iron,55.09,0.03,37.63,-113.10
Iron,55.11,0.03,37.63,-113.10
Iron,55.12,0.04,37.64,-113.10
Iron,55.14,0.04,37.63,-113.10
Iron,55.16,0.11,37.64,-113.10
Iron,55.18,0.06,37.63,-113.10
Iron,55.24,0.04,37.64,-113.10
Iron,55.27,0.10,37.64,-113.10
Iron,55.28,0.06,37.64,-113.10
Iron,55.33,0.04,37.64,-113.10
Iron,55.37,0.11,37.64,-113.10
Iron,55.37,0.04,37.64,-113.10
Iron,55.42,0.03,37.64,-113.10
Iron,55.45,0.05,37.64,-113.10
Iron,55.48,0.11,37.64,-113.10
Iron,55.50,0.04,37.64,-113.10
Iron,55.54,0.04,37.64,-113.10
Iron,55.58,0.02,37.64,-113.10
Iron,55.58,0.10,37.64,-113.09
Iron,55.60,0.02,37.64,-113.10
Iron,55.62,0.02,37.64,-113.10
Iron,55.64,0.04,37.64,-113.10
Iron,55.68,0.05,37.64,-113.09
Iron,55.68,0.06,37.64,-113.09
Iron,55.73,0.05,37.64,-113.09
Iron,55.74,0.03,37.64,-113.09
Iron,55.77,0.08,37.64,-113.09
Iron,55.78,0.02,37.64,-113.09
Iron,55.80,0.04,37.64,-113.09
Iron,55.83,0.02,37.64,-113.09
Iron,55.85,0.06,37.64,-113.09
Iron,55.86,0.06,37.64,-113.09
Iron,55.91,0.08,37.64,-113.09
Iron,55.92,0.03,37.64,-113.09
Iron,55.94,0.03,37.64,-113.09
Iron,55.98,0.06,37.64,-113.09
Iron,56.00,0.07,37.64,-113.09
Iron,56.04,0.04,37.64,-113.09
Iron,56.07,0.02,37.64,-113.09
Iron,56.08,0.06,37.64,-113.09
Iron,56.09,0.07,37.64,-113.09
Iron,56.14,0.02,37.64,-113.09
Iron,56.16,0.07,37.65,-113.09
Iron,56.16,0.04,37.64,-113.09
Iron,56.20,0.09,37.65,-113.09
Iron,56.23,0.08,37.65,-113.09
Iron,56.29,0.04,37.65,-113.09
Iron,56.31,0.03,37.65,-113.09
Iron,56.33,0.13,37.65,-113.09
Iron,56.34,0.02,37.65,-113.09
Iron,56.36,0.06,37.65,-113.09
Iron,56.42,0.08,37.65,-113.09
Iron,56.45,0.04,37.65,-113.09
Iron,56.49,0.04,37.65,-113.09
Iron,56.50,0.04,37.65,-113.08
Iron,56.53,0.04,37.65,-113.09
Iron,56.54,0.02,37.65,-113.08
Iron,56.56,0.05,37.65,-113.08
Iron,56.57,0.04,37.65,-113.09
Iron,56.61,0.06,37.65,-113.08
Iron,56.61,0.01,37.65,-113.08
Iron,56.62,0.02,37.65,-113.08
Iron,56.64,0.05,37.65,-113.08
Iron,56.67,0.06,37.65,-113.08
Iron,56.69,0.05,37.65,-113.08
Iron,56.73,0.02,37.65,-113.08
Iron,56.74,0.04,37.65,-113.08
Iron,56.75,0.02,37.65,-113.08
Iron,56.77,0.07,37.65,-113.08
Iron,56.79,0.04,37.65,-113.08
Iron,56.83,0.04,37.65,-113.08
Iron,56.84,0.06,37.65,-113.08
Iron,56.87,0.04,37.65,-113.08
Iron,56.90,0.08,37.66,-113.08
Iron,56.91,0.02,37.65,-113.08
Iron,56.93,0.08,37.65,-113.08
Iron,56.98,0.06,37.66,-113.08
Iron,57.01,0.03,37.66,-113.08
Iron,57.04,0.05,37.66,-113.08
Iron,57.04,0.08,37.66,-113.08
Iron,57.09,0.04,37.66,-113.08
Iron,57.13,0.05,37.66,-113.08
Iron,57.13,0.16,37.66,-113.08
Iron,57.18,0.06,37.66,-113.08
Iron,57.24,0.03,37.66,-113.08
Iron,57.27,0.02,37.66,-113.08
Iron,57.29,0.05,37.66,-113.08
Iron,57.29,0.08,37.66,-113.08
Iron,57.33,0.01,37.66,-113.08
Iron,57.35,0.06,37.66,-113.08
Iron,57.37,0.03,37.66,-113.08
Iron,57.40,0.03,37.66,-113.08
Iron,57.40,0.07,37.66,-113.08
Iron,57.43,0.02,37.66,-113.08
Iron,57.44,0.03,37.66,-113.08
Iron,57.47,0.04,37.66,-113.08
Iron,57.48,0.06,37.66,-113.08
Iron,57.50,0.07,37.66,-113.08
Iron,57.53,0.03,37.66,-113.08
Iron,57.56,0.03,37.66,-113.08
Iron,57.57,0.06,37.66,-113.08
Iron,57.59,0.08,37.66,-113.08
Iron,57.63,0.06,37.67,-113.08
Iron,57.67,0.03,37.66,-113.08
Iron,57.69,0.04,37.67,-113.08
Iron,57.69,0.04,37.67,-113.08
Iron,57.73,0.05,37.67,-113.08
Iron,57.73,0.13,37.67,-113.08
Iron,57.78,0.09,37.67,-113.08
Iron,57.86,0.02,37.67,-113.08
Iron,57.87,0.08,37.67,-113.08
Iron,57.88,0.06,37.67,-113.08
Iron,57.94,0.21,37.67,-113.08
Iron,57.95,0.04,37.67,-113.08
Iron,57.99,0.05,37.67,-113.08
Iron,58.04,0.26,37.67,-113.08
Iron,58.15,0.06,37.67,-113.08
Iron,58.21,0.02,37.67,-113.08
Iron,58.23,0.02,37.67,-113.08
Iron,58.25,0.05,37.67,-113.08
Iron,58.30,0.04,37.67,-113.08
Iron,58.30,0.09,37.68,-113.08
Iron,58.34,0.02,37.67,-113.08
Iron,58.36,0.05,37.67,-113.08
Iron,58.39,0.03,37.68,-113.08
Iron,58.41,0.01,37.68,-113.08
Iron,58.41,0.02,37.68,-113.08
Iron,58.42,0.07,37.68,-113.08
Iron,58.43,0.07,37.68,-113.08
Iron,58.49,0.04,37.68,-113.08
Iron,58.50,0.00,37.68,-113.08
Iron,58.50,0.12,37.68,-113.08
Iron,58.53,0.05,37.68,-113.08
Iron,58.57,0.05,37.68,-113.08
Iron,58.62,0.04,37.68,-113.08
Iron,58.63,0.05,37.68,-113.08
Iron,58.65,0.04,37.68,-113.08
Iron,58.68,0.06,37.68,-113.08
Iron,58.69,0.03,37.68,-113.08
Iron,58.72,0.04,37.68,-113.08
Iron,58.74,0.02,37.68,-113.08
Iron,58.76,0.04,37.68,-113.08
Iron,58.76,0.05,37.68,-113.08
Iron,58.80,0.02,37.68,-113.08
Iron,58.82,0.04,37.68,-113.08
Iron,58.82,0.02,37.68,-113.08
Iron,58.84,0.06,37.68,-113.08
Iron,58.86,0.02,37.68,-113.08
Iron,58.87,0.02,37.68,-113.08
Iron,58.90,0.02,37.68,-113.08
Iron,58.90,0.05,37.68,-113.08
Iron,58.91,0.03,37.68,-113.08
Iron,58.95,0.02,37.68,-113.08
Iron,58.95,0.10,37.68,-113.08
Iron,58.97,0.03,37.68,-113.08
Iron,59.00,0.03,37.68,-113.08
Iron,59.02,0.03,37.68,-113.08
Iron,59.05,0.04,37.69,-113.08
Iron,59.06,0.04,37.69,-113.08
Iron,59.09,0.05,37.69,-113.08
