County,Abs_PM,Length,Latitude,Longitude
Millard,177.58,0.02,39.13,-112.24
Millard,177.58,0.22,39.13,-112.24
Millard,177.61,0.01,39.13,-112.24
Millard,177.62,0.02,39.13,-112.24
Millard,177.64,0.02,39.13,-112.24
Millard,177.66,0.02,39.14,-112.24
Millard,177.68,0.02,39.14,-112.24
Millard,177.71,0.03,39.14,-112.24
Millard,177.74,0.02,39.14,-112.24
Millard,177.76,0.03,39.14,-112.24
Millard,177.79,0.07,39.14,-112.24
Millard,177.80,0.06,39.14,-112.24
Millard,177.86,0.11,39.14,-112.24
Millard,177.86,0.07,39.14,-112.24
Millard,177.93,0.05,39.14,-112.24
Millard,177.97,0.02,39.14,-112.24
Millard,177.98,0.05,39.14,-112.24
Millard,177.99,0.06,39.14,-112.24
Millard,178.03,0.05,39.14,-112.24
Millard,178.05,0.06,39.14,-112.24
Millard,178.07,0.07,39.14,-112.24
Millard,178.11,0.04,39.14,-112.24
Millard,178.14,0.05,39.14,-112.24
Millard,178.16,0.08,39.14,-112.24
Millard,178.19,0.05,39.14,-112.24
Millard,178.24,0.06,39.14,-112.24
Millard,178.24,0.04,39.14,-112.24
Millard,178.28,0.02,39.14,-112.24
Millard,178.29,0.04,39.14,-112.24
Millard,178.30,0.03,39.14,-112.24
Millard,178.33,0.05,39.14,-112.24
Millard,178.33,0.05,39.14,-112.24
Millard,178.37,0.07,39.15,-112.24
Millard,178.38,0.06,39.14,-112.24
Millard,178.44,0.04,39.15,-112.24
Millard,178.44,0.09,39.15,-112.24
Millard,178.48,0.06,39.15,-112.23
Millard,178.54,0.18,39.15,-112.23
Millard,178.54,0.04,39.15,-112.23
Millard,178.59,0.06,39.15,-112.23
Millard,178.65,0.06,39.15,-112.23
Millard,178.71,0.02,39.15,-112.23
Millard,178.71,0.04,39.15,-112.23
Millard,178.73,0.05,39.15,-112.23
Millard,178.75,0.03,39.15,-112.23
Millard,178.77,0.04,39.15,-112.23
Millard,178.78,0.02,39.15,-112.23
Millard,178.80,0.02,39.15,-112.23
Millard,178.81,0.03,39.15,-112.23
Millard,178.82,0.03,39.15,-112.23
Millard,178.84,0.03,39.15,-112.23
Millard,178.85,0.03,39.15,-112.23
Millard,178.87,0.04,39.15,-112.23
Millard,178.88,0.04,39.15,-112.23
Millard,178.91,0.01,39.15,-112.23
Millard,178.92,0.03,39.15,-112.23
Millard,178.92,0.03,39.15,-112.23
Millard,178.95,0.03,39.15,-112.23
Millard,178.95,0.02,39.15,-112.23
Millard,178.97,0.02,39.15,-112.23
Millard,178.97,0.02,39.15,-112.23
Millard,178.99,0.02,39.15,-112.23
Millard,178.99,0.02,39.15,-112.23
Millard,179.01,0.03,39.15,-112.23
Millard,179.02,0.03,39.15,-112.23
Millard,179.04,0.02,39.15,-112.23
Millard,179.05,0.02,39.15,-112.23
Millard,179.05,0.02,39.15,-112.23
Millard,179.07,0.03,39.15,-112.23
Millard,179.07,0.02,39.15,-112.23
Millard,179.09,0.01,39.15,-112.23
Millard,179.10,0.02,39.15,-112.23
Millard,179.11,0.01,39.15,-112.23
Millard,179.12,0.01,39.15,-112.23
Millard,179.12,0.02,39.15,-112.23
Millard,179.13,0.02,39.15,-112.23
Millard,179.14,0.02,39.16,-112.23
Millard,179.15,0.03,39.15,-112.23
Millard,179.16,0.02,39.16,-112.23
Millard,179.18,0.02,39.15,-112.23
Millard,179.19,0.02,39.16,-112.23
Millard,179.20,0.03,39.16,-112.23
Millard,179.21,0.03,39.16,-112.23
Millard,179.23,0.03,39.16,-112.23
Millard,179.24,0.02,39.16,-112.23
Millard,179.26,0.03,39.16,-112.23
Millard,179.26,0.04,39.16,-112.23
Millard,179.29,0.04,39.16,-112.23
Millard,179.30,0.03,39.16,-112.23
Millard,179.33,0.03,39.16,-112.23
Millard,179.33,0.06,39.16,-112.23
Millard,179.36,0.02,39.16,-112.23
Millard,179.38,0.03,39.16,-112.23
Millard,179.39,0.04,39.16,-112.23
Millard,179.40,0.02,39.16,-112.23
Millard,179.42,0.04,39.16,-112.23
Millard,179.43,0.10,39.16,-112.23
Millard,179.46,0.02,39.16,-112.22
Millard,179.48,0.03,39.16,-112.22
Millard,179.51,0.03,39.16,-112.22
Millard,179.54,0.06,39.16,-112.22
Millard,179.54,0.02,39.16,-112.22
Millard,179.56,0.03,39.16,-112.22
Millard,179.58,0.03,39.16,-112.22
Millard,179.60,0.05,39.16,-112.22
Millard,179.61,0.02,39.16,-112.22
Millard,179.63,0.03,39.16,-112.22
Millard,179.65,0.05,39.16,-112.22
Millard,179.66,0.03,39.16,-112.22
Millard,179.68,0.02,39.16,-112.22
Millard,179.70,0.06,39.16,-112.22
Millard,179.70,0.03,39.16,-112.22
Millard,179.73,0.03,39.16,-112.22
Millard,179.75,0.06,39.16,-112.22
Millard,179.76,0.02,39.16,-112.22
Millard,179.78,0.02,39.16,-112.22
Millard,179.80,0.03,39.16,-112.22
Millard,179.82,0.06,39.16,-112.22
Millard,179.83,0.02,39.16,-112.22
Millard,179.84,0.02,39.16,-112.22
Millard,179.86,0.02,39.16,-112.22
Millard,179.88,0.06,39.16,-112.22
Millard,179.88,0.04,39.16,-112.22
Millard,179.92,0.02,39.16,-112.22
Millard,179.94,0.04,39.16,-112.22
Millard,179.94,0.04,39.16,-112.22
Millard,179.98,0.02,39.16,-112.22
Millard,179.99,0.06,39.17,-112.22
Millard,180.00,0.04,39.16,-112.22
Millard,180.04,0.04,39.16,-112.22
Millard,180.05,0.06,39.17,-112.22
Millard,180.08,0.03,39.17,-112.22
Millard,180.11,0.03,39.17,-112.22
Millard,180.12,0.06,39.17,-112.22
Millard,180.14,0.04,39.17,-112.22
Millard,180.17,0.04,39.17,-112.22
Millard,180.18,0.07,39.17,-112.22
Millard,180.21,0.03,39.17,-112.22
Millard,180.25,0.03,39.17,-112.22
Millard,180.25,0.06,39.17,-112.22
Millard,180.27,0.03,39.17,-112.22
Millard,180.30,0.03,39.17,-112.22
Millard,180.31,0.08,39.17,-112.22
Millard,180.33,0.06,39.17,-112.22
Millard,180.39,0.05,39.17,-112.22
Millard,180.39,0.06,39.17,-112.21
Millard,180.43,0.06,39.17,-112.21
Millard,180.45,0.04,39.17,-112.21
Millard,180.49,0.05,39.17,-112.21
Millard,180.49,0.06,39.17,-112.21
Millard,180.54,0.06,39.17,-112.21
Millard,180.55,0.06,39.17,-112.21
Millard,180.60,0.06,39.17,-112.21
Millard,180.61,0.04,39.17,-112.21
Millard,180.65,0.08,39.17,-112.21
Millard,180.65,0.05,39.17,-112.21
Millard,180.71,0.06,39.17,-112.21
Millard,180.73,0.06,39.17,-112.21
Millard,180.76,0.06,39.17,-112.21
Millard,180.79,0.06,39.17,-112.21
Millard,180.82,0.06,39.17,-112.21
Millard,180.85,0.06,39.18,-112.21
Millard,180.88,0.04,39.17,-112.21
Millard,180.91,0.06,39.18,-112.21
Millard,180.92,0.04,39.18,-112.21
Millard,180.95,0.04,39.18,-112.21
Millard,180.97,0.04,39.18,-112.21
Millard,180.99,0.03,39.18,-112.21
Millard,181.01,0.02,39.18,-112.21
Millard,181.02,0.02,39.18,-112.21
Millard,181.02,0.05,39.18,-112.21
Millard,181.04,0.02,39.18,-112.21
Millard,181.05,0.02,39.18,-112.21
Millard,181.07,0.08,39.18,-112.21
Millard,181.08,0.03,39.18,-112.21
Millard,181.11,0.04,39.18,-112.21
Millard,181.14,0.07,39.18,-112.21
Millard,181.14,0.04,39.18,-112.21
Millard,181.18,0.04,39.18,-112.21
Millard,181.21,0.08,39.18,-112.21
Millard,181.22,0.04,39.18,-112.21
Millard,181.26,0.04,39.18,-112.21
Millard,181.29,0.09,39.18,-112.21
Millard,181.29,0.04,39.18,-112.20
Millard,181.33,0.04,39.18,-112.20
Millard,181.36,0.03,39.18,-112.20
Millard,181.37,0.07,39.18,-112.20
Millard,181.39,0.04,39.18,-112.20
Millard,181.43,0.04,39.18,-112.20
Millard,181.44,0.07,39.18,-112.20
Millard,181.47,0.02,39.18,-112.20
Millard,181.49,0.02,39.18,-112.20
Millard,181.50,0.08,39.18,-112.20
Millard,181.51,0.04,39.18,-112.20
Millard,181.55,0.02,39.18,-112.20
Millard,181.57,0.04,39.18,-112.20
Millard,181.58,0.06,39.18,-112.20
Millard,181.61,0.03,39.18,-112.20
Millard,181.64,0.03,39.18,-112.20
Millard,181.64,0.06,39.18,-112.20
Millard,181.67,0.03,39.18,-112.20
Millard,181.69,0.04,39.18,-112.20
Millard,181.70,0.06,39.19,-112.20
Millard,181.73,0.03,39.18,-112.20
Millard,181.76,0.05,39.19,-112.20
Millard,181.77,0.02,39.19,-112.20
Millard,181.78,0.03,39.19,-112.20
Millard,181.81,0.05,39.19,-112.20
Millard,181.81,0.03,39.19,-112.20
Millard,181.84,0.04,39.19,-112.20
Millard,181.85,0.10,39.19,-112.20
Millard,181.88,0.03,39.19,-112.20
Millard,181.91,0.03,39.19,-112.20
Millard,181.94,0.03,39.19,-112.20
Millard,181.95,0.06,39.19,-112.20
Millard,181.97,0.02,39.19,-112.20
Millard,181.99,0.04,39.19,-112.20
Millard,182.01,0.01,39.19,-112.20
Millard,182.02,0.06,39.19,-112.20
Millard,182.03,0.01,39.19,-112.20
Millard,182.04,0.03,39.19,-112.20
Millard,182.07,0.06,39.19,-112.20
Millard,182.08,0.05,39.19,-112.20
Millard,182.13,0.04,39.19,-112.20
Millard,182.13,0.04,39.19,-112.20
Millard,182.17,0.04,39.19,-112.19
Millard,182.18,0.04,39.19,-112.20
Millard,182.20,0.04,39.19,-112.19
Millard,182.22,0.06,39.19,-112.19
Millard,182.24,0.03,39.19,-112.19
Millard,182.27,0.04,39.19,-112.19
Millard,182.28,0.11,39.19,-112.19
Millard,182.31,0.08,39.19,-112.19
Millard,182.39,0.12,39.19,-112.19
Millard,182.39,0.06,39.19,-112.19
Millard,182.45,0.04,39.19,-112.19
Millard,182.48,0.06,39.19,-112.19
Millard,182.50,0.11,39.19,-112.19
Millard,182.54,0.05,39.19,-112.19
Millard,182.59,0.04,39.19,-112.19
Millard,182.61,0.08,39.19,-112.19
Millard,182.63,0.03,39.19,-112.19
Millard,182.66,0.04,39.19,-112.19
Millard,182.69,0.08,39.20,-112.19
Millard,182.70,0.05,39.19,-112.19
Millard,182.74,0.05,39.20,-112.19
Millard,182.78,0.06,39.20,-112.19
Millard,182.79,0.08,39.20,-112.19
Millard,182.84,0.08,39.20,-112.19
Millard,182.87,0.08,39.20,-112.19
Millard,182.92,0.08,39.20,-112.18
Millard,182.95,0.08,39.20,-112.18
Millard,183.00,0.08,39.20,-112.18
Millard,183.03,0.06,39.20,-112.18
Millard,183.08,0.06,39.20,-112.18
Millard,183.09,0.07,39.20,-112.18
Millard,183.14,0.06,39.20,-112.18
Millard,183.16,0.02,39.20,-112.18
Millard,183.18,0.06,39.20,-112.18
Millard,183.19,0.06,39.20,-112.18
Millard,183.24,0.04,39.20,-112.18
Millard,183.25,0.01,39.20,-112.18
Millard,183.26,0.01,39.20,-112.18
Millard,183.27,0.03,39.20,-112.18
Millard,183.28,0.06,39.20,-112.18
Millard,183.30,0.05,39.20,-112.18
Millard,183.33,0.04,39.20,-112.18
Millard,183.35,0.01,39.20,-112.18
Millard,183.36,0.02,39.20,-112.18
Millard,183.37,0.04,39.20,-112.18
Millard,183.38,0.02,39.20,-112.18
Millard,183.40,0.04,39.20,-112.18
Millard,183.41,0.04,39.20,-112.18
Millard,183.44,0.03,39.20,-112.18
Millard,183.45,0.04,39.20,-112.18
Millard,183.47,0.03,39.20,-112.18
Millard,183.49,0.04,39.20,-112.18
Millard,183.50,0.04,39.20,-112.18
Millard,183.53,0.04,39.20,-112.18
Millard,183.54,0.04,39.20,-112.17
Millard,183.57,0.05,39.20,-112.17
Millard,183.59,0.03,39.20,-112.17
Millard,183.61,0.02,39.20,-112.17
Millard,183.62,0.03,39.20,-112.17
Millard,183.63,0.06,39.20,-112.17
Millard,183.65,0.06,39.20,-112.17
Millard,183.69,0.04,39.20,-112.17
Millard,183.71,0.06,39.20,-112.17
Millard,183.73,0.06,39.20,-112.17
Millard,183.77,0.02,39.20,-112.17
Millard,183.79,0.06,39.20,-112.17
Millard,183.79,0.04,39.20,-112.17
Millard,183.83,0.03,39.20,-112.17
Millard,183.85,0.03,39.20,-112.17
Millard,183.86,0.04,39.20,-112.17
Millard,183.88,0.10,39.20,-112.17
Millard,183.89,0.02,39.20,-112.17
Millard,183.92,0.04,39.20,-112.17
Millard,183.96,0.04,39.20,-112.17
Millard,183.98,0.10,39.21,-112.17
Millard,183.99,0.03,39.20,-112.17
Millard,184.03,0.03,39.21,-112.17
Millard,184.05,0.04,39.21,-112.17
Millard,184.08,0.02,39.21,-112.17
Millard,184.09,0.05,39.21,-112.17
Millard,184.10,0.06,39.21,-112.17
Millard,184.14,0.02,39.21,-112.16
Millard,184.16,0.01,39.21,-112.16
Millard,184.17,0.02,39.21,-112.16
Millard,184.17,0.05,39.21,-112.16
Millard,184.18,0.04,39.21,-112.16
Millard,184.22,0.05,39.21,-112.16
Millard,184.22,0.03,39.21,-112.16
Millard,184.25,0.04,39.21,-112.16
Millard,184.27,0.05,39.21,-112.16
Millard,184.29,0.04,39.21,-112.16
Millard,184.32,0.04,39.21,-112.16
Millard,184.32,0.07,39.21,-112.16
Millard,184.36,0.03,39.21,-112.16
Millard,184.39,0.04,39.21,-112.16
Millard,184.39,0.05,39.21,-112.16
Millard,184.43,0.03,39.21,-112.16
Millard,184.45,0.06,39.21,-112.16
Millard,184.46,0.04,39.21,-112.16
Millard,184.50,0.04,39.21,-112.16
Millard,184.50,0.04,39.21,-112.16
Millard,184.54,0.04,39.21,-112.16
Millard,184.54,0.04,39.21,-112.16
Millard,184.58,0.06,39.21,-112.16
Millard,184.58,0.02,39.21,-112.16
Millard,184.60,0.02,39.21,-112.16
Millard,184.62,0.02,39.21,-112.16
Millard,184.63,0.04,39.21,-112.16
Millard,184.64,0.02,39.21,-112.16
Millard,184.66,0.02,39.21,-112.16
Millard,184.67,0.04,39.21,-112.16
Millard,184.68,0.03,39.21,-112.16
Millard,184.71,0.02,39.21,-112.16
Millard,184.71,0.04,39.21,-112.16
Millard,184.73,0.04,39.21,-112.16
Millard,184.74,0.04,39.21,-112.16
Millard,184.77,0.03,39.21,-112.16
Millard,184.78,0.04,39.21,-112.16
Millard,184.80,0.03,39.21,-112.16
Millard,184.81,0.04,39.21,-112.16
Millard,184.83,0.03,39.21,-112.16
Millard,184.85,0.02,39.21,-112.16
Millard,184.85,0.04,39.21,-112.16
Millard,184.87,0.02,39.21,-112.16
Millard,184.89,0.04,39.21,-112.16
Millard,184.90,0.05,39.21,-112.16
Millard,184.92,0.04,39.22,-112.16
Millard,184.95,0.04,39.22,-112.16
Millard,184.96,0.04,39.22,-112.16
Millard,184.99,0.02,39.22,-112.16
Millard,185.00,0.04,39.22,-112.16
Millard,185.01,0.04,39.22,-112.16
Millard,185.04,0.04,39.22,-112.16
Millard,185.05,0.02,39.22,-112.16
Millard,185.07,0.04,39.22,-112.16
Millard,185.07,0.04,39.22,-112.16
Millard,185.11,0.04,39.22,-112.16
Millard,185.11,0.04,39.22,-112.16
Millard,185.14,0.04,39.22,-112.16
Millard,185.15,0.04,39.22,-112.16
Millard,185.18,0.04,39.22,-112.16
Millard,185.19,0.04,39.22,-112.16
Millard,185.22,0.04,39.22,-112.16
Millard,185.23,0.04,39.22,-112.15
Millard,185.25,0.04,39.22,-112.15
Millard,185.28,0.04,39.22,-112.15
Millard,185.29,0.04,39.22,-112.15
Millard,185.32,0.06,39.22,-112.15
Millard,185.32,0.04,39.22,-112.15
Millard,185.36,0.04,39.22,-112.15
Millard,185.38,0.05,39.22,-112.15
Millard,185.40,0.04,39.22,-112.15
Millard,185.42,0.03,39.22,-112.15
Millard,185.43,0.03,39.22,-112.15
Millard,185.46,0.03,39.22,-112.15
Millard,185.47,0.05,39.22,-112.15
Millard,185.49,0.03,39.22,-112.15
Millard,185.52,0.03,39.22,-112.15
Millard,185.52,0.04,39.22,-112.15
Millard,185.55,0.05,39.22,-112.15
Millard,185.56,0.04,39.22,-112.15
Millard,185.60,0.05,39.22,-112.15
Millard,185.60,0.04,39.22,-112.15
Millard,185.63,0.04,39.22,-112.15
Millard,185.65,0.05,39.22,-112.15
Millard,185.67,0.04,39.22,-112.15
Millard,185.70,0.06,39.22,-112.15
Millard,185.71,0.01,39.22,-112.15
Millard,185.72,0.05,39.22,-112.15
Millard,185.75,0.04,39.23,-112.15
Millard,185.77,0.04,39.23,-112.15
Millard,185.79,0.04,39.23,-112.15
Millard,185.82,0.04,39.23,-112.15
Millard,185.83,0.06,39.23,-112.15
Millard,185.86,0.04,39.23,-112.15
Millard,185.89,0.06,39.23,-112.15
Millard,185.90,0.05,39.23,-112.15
Millard,185.95,0.04,39.23,-112.15
Millard,185.95,0.07,39.23,-112.15
Millard,185.99,0.04,39.23,-112.15
Millard,186.02,0.07,39.23,-112.15
Millard,186.03,0.04,39.23,-112.15
Millard,186.07,0.04,39.23,-112.14
Millard,186.09,0.07,39.23,-112.14
Millard,186.11,0.06,39.23,-112.14
Millard,186.15,0.05,39.23,-112.14
Millard,186.16,0.06,39.23,-112.14
Millard,186.21,0.10,39.23,-112.14
Millard,186.22,0.05,39.23,-112.14
Millard,186.27,0.04,39.23,-112.14
Millard,186.31,0.07,39.23,-112.14
Millard,186.31,0.06,39.23,-112.14
Millard,186.37,0.08,39.23,-112.14
Millard,186.38,0.05,39.23,-112.14
Millard,186.43,0.05,39.23,-112.14
Millard,186.45,0.15,39.23,-112.14
Millard,186.48,0.05,39.23,-112.14
Millard,186.53,0.03,39.23,-112.14
Millard,186.56,0.05,39.23,-112.14
Millard,186.60,0.02,39.23,-112.14
Millard,186.61,0.03,39.23,-112.14
Millard,186.62,0.06,39.23,-112.14
Millard,186.64,0.05,39.23,-112.14
Millard,186.69,0.06,39.23,-112.14
Millard,186.69,0.05,39.23,-112.14
Millard,186.74,0.04,39.24,-112.14
Millard,186.74,0.05,39.23,-112.14
Millard,186.78,0.07,39.24,-112.13
Millard,186.79,0.05,39.24,-112.13
Millard,186.84,0.08,39.24,-112.13
Millard,186.84,0.08,39.24,-112.13
Millard,186.92,0.06,39.24,-112.13
Millard,186.92,0.06,39.24,-112.13
Millard,186.98,0.01,39.24,-112.13
Millard,186.98,0.04,39.24,-112.13
Millard,186.99,0.03,39.24,-112.13
Millard,187.02,0.03,39.24,-112.13
Millard,187.02,0.06,39.24,-112.13
Millard,187.05,0.03,39.24,-112.13
Millard,187.08,0.04,39.24,-112.13
Millard,187.08,0.04,39.24,-112.13
Millard,187.12,0.06,39.24,-112.13
Millard,187.12,0.01,39.24,-112.13
Millard,187.13,0.01,39.24,-112.13
Millard,187.14,0.02,39.24,-112.13
Millard,187.16,0.02,39.24,-112.13
Millard,187.18,0.06,39.24,-112.13
Millard,187.18,0.01,39.24,-112.13
Millard,187.20,0.02,39.24,-112.13
Millard,187.21,0.03,39.24,-112.13
Millard,187.23,0.04,39.24,-112.13
Millard,187.24,0.02,39.24,-112.13
Millard,187.26,0.03,39.24,-112.13
Millard,187.27,0.02,39.24,-112.13
Millard,187.29,0.01,39.24,-112.13
Millard,187.29,0.02,39.24,-112.13
Millard,187.31,0.02,39.24,-112.13
Millard,187.31,0.04,39.24,-112.13
Millard,187.32,0.03,39.24,-112.13
Millard,187.35,0.03,39.24,-112.13
Millard,187.36,0.04,39.24,-112.13
Millard,187.38,0.05,39.24,-112.13
Millard,187.39,0.02,39.24,-112.13
Millard,187.42,0.03,39.24,-112.13
Millard,187.43,0.08,39.24,-112.13
Millard,187.45,0.05,39.24,-112.13
Millard,187.50,0.05,39.24,-112.12
Millard,187.51,0.06,39.24,-112.13
Millard,187.55,0.04,39.24,-112.12
Millard,187.57,0.08,39.24,-112.12
Millard,187.59,0.04,39.24,-112.12
Millard,187.63,0.05,39.24,-112.12
Millard,187.65,0.08,39.24,-112.12
Millard,187.68,0.04,39.24,-112.12
Millard,187.72,0.03,39.24,-112.12
Millard,187.73,0.10,39.25,-112.12
Millard,187.76,0.05,39.25,-112.12
Millard,187.81,0.04,39.25,-112.12
Millard,187.83,0.06,39.25,-112.12
Millard,187.85,0.06,39.25,-112.12
Millard,187.88,0.08,39.25,-112.12
Millard,187.90,0.09,39.25,-112.12
Millard,187.97,0.10,39.25,-112.12
Millard,187.99,0.19,39.25,-112.12
Millard,188.06,0.35,39.25,-112.12
Millard,188.18,0.06,39.25,-112.12
Millard,188.24,0.04,39.25,-112.12
Millard,188.28,0.04,39.25,-112.12
Millard,188.32,0.04,39.25,-112.12
Millard,188.36,0.02,39.25,-112.11
Millard,188.38,0.05,39.25,-112.11
Millard,188.41,0.39,39.25,-112.11
Millard,188.43,0.03,39.25,-112.11
Millard,188.46,0.06,39.25,-112.11
Millard,188.52,0.06,39.25,-112.11
Millard,188.59,0.06,39.25,-112.11
Millard,188.65,0.04,39.26,-112.11
Millard,188.69,0.06,39.26,-112.11
Millard,188.75,0.04,39.26,-112.11
Millard,188.79,0.06,39.26,-112.11
Millard,188.80,0.10,39.26,-112.11
Millard,188.85,0.06,39.26,-112.11
Millard,188.90,0.05,39.26,-112.11
Millard,188.91,0.17,39.26,-112.11
Millard,188.95,0.12,39.26,-112.11
Millard,189.07,0.06,39.26,-112.11
Millard,189.08,0.32,39.26,-112.11
Millard,189.13,0.12,39.26,-112.11
Millard,189.25,0.06,39.26,-112.10
Millard,189.30,0.08,39.26,-112.10
Millard,189.38,0.08,39.26,-112.10
Millard,189.40,0.07,39.26,-112.10
Millard,189.46,0.06,39.26,-112.10
Millard,189.47,0.06,39.26,-112.10
Millard,189.52,0.07,39.27,-112.10
Millard,189.53,0.06,39.27,-112.10
Millard,189.59,0.04,39.27,-112.10
Millard,189.59,0.07,39.27,-112.10
Millard,189.63,0.04,39.27,-112.10
Millard,189.66,0.04,39.27,-112.10
Millard,189.67,0.06,39.27,-112.10
Millard,189.70,0.03,39.27,-112.10
Millard,189.72,0.04,39.27,-112.10
Millard,189.73,0.03,39.27,-112.10
Millard,189.76,0.06,39.27,-112.10
Millard,189.76,0.04,39.27,-112.10
Millard,189.80,0.02,39.27,-112.10
Millard,189.82,0.06,39.27,-112.10
Millard,189.82,0.03,39.27,-112.10
Millard,189.85,0.03,39.27,-112.10
Millard,189.87,0.06,39.27,-112.10
Millard,189.88,0.04,39.27,-112.10
Millard,189.92,0.03,39.27,-112.10
Millard,189.93,0.08,39.27,-112.10
Millard,189.94,0.04,39.27,-112.10
Millard,189.98,0.04,39.27,-112.10
Millard,190.01,0.06,39.27,-112.10
Millard,190.02,0.06,39.27,-112.10
Millard,190.07,0.06,39.27,-112.10
Millard,190.08,0.04,39.27,-112.10
Millard,190.12,0.04,39.27,-112.10
Millard,190.13,0.06,39.27,-112.10
Millard,190.16,0.02,39.27,-112.10
Millard,190.18,0.02,39.27,-112.10
Millard,190.19,0.08,39.27,-112.10
Millard,190.20,0.02,39.27,-112.10
Millard,190.22,0.03,39.27,-112.10
Millard,190.26,0.03,39.27,-112.09
Millard,190.27,0.04,39.28,-112.10
Millard,190.29,0.03,39.27,-112.09
Millard,190.31,0.06,39.28,-112.10
Millard,190.32,0.02,39.28,-112.09
Millard,190.34,0.02,39.28,-112.09
Millard,190.36,0.02,39.28,-112.09
Millard,190.37,0.06,39.28,-112.09
Millard,190.38,0.03,39.28,-112.09
Millard,190.41,0.03,39.28,-112.09
Millard,190.43,0.04,39.28,-112.09
Millard,190.44,0.03,39.28,-112.09
Millard,190.47,0.04,39.28,-112.09
Millard,190.47,0.02,39.28,-112.09
Millard,190.49,0.02,39.28,-112.09
Millard,190.51,0.04,39.28,-112.09
Millard,190.51,0.06,39.28,-112.09
Millard,190.55,0.02,39.28,-112.09
Millard,190.57,0.06,39.28,-112.09
Millard,190.57,0.04,39.28,-112.09
Millard,190.61,0.04,39.28,-112.09
Millard,190.63,0.06,39.28,-112.09
Millard,190.65,0.04,39.28,-112.09
Millard,190.69,0.06,39.28,-112.09
Millard,190.69,0.06,39.28,-112.09
Millard,190.75,0.04,39.28,-112.09
Millard,190.75,0.05,39.28,-112.09
Millard,190.79,0.06,39.28,-112.09
Millard,190.80,0.03,39.28,-112.09
Millard,190.83,0.02,39.28,-112.09
Millard,190.84,0.06,39.28,-112.09
Millard,190.85,0.03,39.28,-112.09
Millard,190.88,0.04,39.28,-112.09
Millard,190.90,0.06,39.28,-112.09
Millard,190.92,0.02,39.28,-112.09
Millard,190.94,0.03,39.28,-112.09
Millard,190.96,0.04,39.28,-112.09
Millard,190.97,0.03,39.28,-112.09
Millard,191.00,0.06,39.29,-112.09
Millard,191.00,0.04,39.29,-112.09
Millard,191.04,0.04,39.29,-112.09
Millard,191.06,0.06,39.29,-112.09
Millard,191.09,0.04,39.29,-112.09
Millard,191.12,0.06,39.29,-112.09
Millard,191.13,0.02,39.29,-112.09
Millard,191.15,0.04,39.29,-112.09
Millard,191.18,0.04,39.29,-112.09
Millard,191.19,0.02,39.29,-112.09
Millard,191.21,0.04,39.29,-112.09
Millard,191.22,0.04,39.29,-112.09
Millard,191.25,0.06,39.29,-112.09
Millard,191.26,0.06,39.29,-112.09
Millard,191.31,0.06,39.29,-112.09
Millard,191.32,0.04,39.29,-112.09
Millard,191.36,0.04,39.29,-112.09
Millard,191.37,0.06,39.29,-112.09
Millard,191.40,0.04,39.29,-112.09
Millard,191.43,0.06,39.29,-112.09
Millard,191.44,0.04,39.29,-112.09
Millard,191.48,0.06,39.29,-112.09
Millard,191.49,0.08,39.29,-112.09
Millard,191.54,0.04,39.29,-112.09
Millard,191.56,0.06,39.29,-112.09
Millard,191.58,0.04,39.29,-112.09
Millard,191.62,0.04,39.29,-112.09
Millard,191.62,0.06,39.29,-112.09
Millard,191.66,0.06,39.29,-112.09
Millard,191.68,0.06,39.29,-112.09
Millard,191.72,0.06,39.30,-112.09
Millard,191.74,0.12,39.30,-112.09
Millard,191.78,0.06,39.30,-112.09
Millard,191.84,0.04,39.30,-112.09
Millard,191.86,0.13,39.30,-112.09
Millard,191.88,0.06,39.30,-112.09
Millard,191.94,0.08,39.30,-112.09
Millard,191.99,0.04,39.30,-112.09
Millard,192.02,0.26,39.30,-112.09
Millard,192.03,0.04,39.30,-112.09
Millard,192.07,0.04,39.30,-112.09
Millard,192.11,0.04,39.30,-112.09
Millard,192.15,0.04,39.30,-112.09
Millard,192.19,0.06,39.30,-112.09
Millard,192.25,0.04,39.30,-112.09
Millard,192.28,0.03,39.30,-112.09
Millard,192.29,0.02,39.30,-112.09
Millard,192.31,0.10,39.30,-112.09
Millard,192.31,0.06,39.30,-112.09
Millard,192.38,0.06,39.30,-112.09
Millard,192.41,0.06,39.31,-112.09
Millard,192.44,0.06,39.31,-112.09
Millard,192.47,0.08,39.31,-112.09
Millard,192.50,0.06,39.31,-112.09
Millard,192.55,0.10,39.31,-112.09
Millard,192.56,0.08,39.31,-112.09
Millard,192.64,0.04,39.31,-112.09
Millard,192.65,0.06,39.31,-112.09
Millard,192.68,0.04,39.31,-112.09
Millard,192.71,0.12,39.31,-112.09
Millard,192.73,0.04,39.31,-112.09
Millard,192.77,0.06,39.31,-112.09
Millard,192.83,0.04,39.31,-112.09
Millard,192.83,0.08,39.31,-112.09
Millard,192.87,0.02,39.31,-112.09
Millard,192.89,0.04,39.31,-112.09
Millard,192.91,0.10,39.31,-112.09
Millard,192.93,0.04,39.31,-112.09
Millard,192.97,0.04,39.31,-112.09
Millard,193.01,0.04,39.31,-112.09
Millard,193.01,0.08,39.31,-112.09
Millard,193.05,0.02,39.31,-112.09
Millard,193.07,0.04,39.31,-112.09
Millard,193.09,0.10,39.32,-112.09
Millard,193.11,0.04,39.32,-112.09
